Timestamp,Local,"Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Acceso y calidad de la educación pública]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Acceso y calidad de la vivienda]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Ampliar el acceso al agua]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Cuidado del medio ambiente y recursos naturales]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Deuda universitaria (CAE y otros)]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Mejorar la calidad de la salud pública y su financiamiento]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Mejorar las pensiones y dignificar la vida de los adultos mayores]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir costos de los servicios básicos (agua, electricidad, etc.)]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir la desigualdad de ingresos]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir la impunidad y la delincuencia]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Transporte público (calidad, acceso y precio)]"
17/12/2019 18:21:26,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:21:29,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 18:22:14,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:23:04,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:23:16,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:23:25,Matte,Muy imp.,Imp.,Poco imp.,Medianamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 18:23:31,Matte,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:24:00,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 18:24:01,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:24:17,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:24:29,Matte,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 18:24:38,Matte,Extremadamente imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:24:45,Matte,Extremadamente imp.,,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,
17/12/2019 18:24:57,Matte,Imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 18:24:59,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Muy imp.
17/12/2019 18:25:22,Matte,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 18:25:23,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Imp.
17/12/2019 18:25:35,Matte,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:25:44,Matte,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:25:48,Matte,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:26:02,Matte,,,,,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,,,
17/12/2019 18:26:35,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Imp.
17/12/2019 18:26:36,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:26:37,Matte,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,No es imp.,Muy imp.
17/12/2019 18:26:43,Matte,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.
17/12/2019 18:27:02,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:27:10,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:27:16,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:27:19,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:27:27,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:27:37,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 18:27:37,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:27:58,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:28:03,Matte,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:28:10,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:28:11,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:28:25,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:28:27,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:28:30,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:28:47,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:28:53,Matte,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:28:57,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.
17/12/2019 18:29:05,Matte,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:29:19,Matte,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:29:30,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Imp.,Extremadamente imp.
17/12/2019 18:29:42,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:29:51,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Muy imp.
17/12/2019 18:30:00,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Medianamente imp.,Extremadamente imp.
17/12/2019 18:30:07,Matte,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 18:30:17,Matte,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Poco imp.,Muy imp.
17/12/2019 18:30:22,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Medianamente imp.,Imp.
17/12/2019 18:30:35,Matte,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:30:41,Matte,Muy imp.,Medianamente imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 18:30:47,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:30:58,Matte,,,,,,Extremadamente imp.,Extremadamente imp.,,,Extremadamente imp.,
17/12/2019 18:31:00,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:31:06,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Muy imp.,Muy imp.
17/12/2019 18:31:11,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:31:19,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:31:43,Matte,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Imp.,Medianamente imp.
17/12/2019 18:31:51,Matte,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Imp.
17/12/2019 18:31:54,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Medianamente imp.,Medianamente imp.
17/12/2019 18:32:10,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:32:12,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:32:25,Matte,Extremadamente imp.,Imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Muy imp.
17/12/2019 18:33:46,Matte,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:34:17,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:34:28,Matte,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:34:40,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:34:43,Matte,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:34:52,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:35:14,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:35:15,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:35:17,Matte,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,,Muy imp.,Extremadamente imp.
17/12/2019 18:35:21,Matte,Muy imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Muy imp.,,,Muy imp.,Muy imp.,Imp.
17/12/2019 18:35:26,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:35:46,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:35:46,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:35:51,Matte,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 18:35:59,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:36:12,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:36:12,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:36:23,Matte,Muy imp.,Muy imp.,Imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,No es imp.,Medianamente imp.
17/12/2019 18:36:26,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.
17/12/2019 18:36:34,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:36:40,Matte,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:36:45,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:36:47,Matte,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:36:55,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.
17/12/2019 18:36:55,Matte,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:37:11,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:37:14,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:37:16,Matte,Extremadamente imp.,,,Extremadamente imp.,,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:37:28,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:37:37,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 18:37:37,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:37:47,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,,Extremadamente imp.,Muy imp.
17/12/2019 18:37:54,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 18:37:57,Matte,Extremadamente imp.,Muy imp.,Medianamente imp.,Imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:38:03,Matte,Imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.,,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 18:38:17,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:38:27,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:38:33,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.
17/12/2019 18:38:45,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,No es imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:38:50,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:38:55,Matte,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.
17/12/2019 18:39:02,Matte,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 18:39:04,Matte,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Medianamente imp.
17/12/2019 18:39:13,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:39:16,Matte,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:39:23,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Imp.,Imp.
17/12/2019 18:39:37,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:39:43,Matte,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:39:46,Matte,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 18:39:48,Matte,Extremadamente imp.,Imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 18:39:53,Matte,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:39:53,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 18:40:10,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 18:40:16,Matte,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 18:40:25,Matte,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
