Timestamp,Local,"Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Acceso y calidad de la educación pública]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Acceso y calidad de la vivienda]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Ampliar el acceso al agua]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Cuidado del medio ambiente y recursos naturales]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Deuda universitaria (CAE y otros)]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Mejorar la calidad de la salud pública y su financiamiento]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Mejorar las pensiones y dignificar la vida de los adultos mayores]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir costos de los servicios básicos (agua, electricidad, etc.)]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir la desigualdad de ingresos]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Reducir la impunidad y la delincuencia]","Considerando la situación actual del país, ¿qué tan importantes son las siguientes demandas sociales? [Transporte público (calidad, acceso y precio)]"
17/12/2019 19:15:22,Cumbres,Imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 19:15:30,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:15:38,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:15:38,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.
17/12/2019 19:15:40,Cumbres,Extremadamente imp.,Imp.,Imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 19:15:47,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,,Extremadamente imp.,Imp.,Imp.,Imp.,Imp.
17/12/2019 19:15:55,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 19:15:59,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:16:00,Cumbres,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 19:16:00,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:16:02,Cumbres,Imp.,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 19:16:16,Cumbres,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:16:21,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:16:25,Cumbres,Imp.,Extremadamente imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Medianamente imp.,Imp.
17/12/2019 19:16:29,Cumbres,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:16:36,Cumbres,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:16:37,Cumbres,Extremadamente imp.,Imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:16:39,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 19:16:54,Cumbres,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:16:55,Cumbres,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:16:57,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:16:58,Cumbres,Imp.,No es imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,No es imp.,Muy imp.
17/12/2019 19:16:59,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:00,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:05,Cumbres,Imp.,Muy imp.,Muy imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:09,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:22,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:22,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:27,Cumbres,Muy imp.,,,,,,Muy imp.,,,Muy imp.,
17/12/2019 19:17:29,Cumbres,Extremadamente imp.,,Extremadamente imp.,,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,
17/12/2019 19:17:35,Cumbres,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Muy imp.,Extremadamente imp.
17/12/2019 19:17:42,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:45,Cumbres,Extremadamente imp.,,Extremadamente imp.,Imp.,,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,,Extremadamente imp.
17/12/2019 19:17:48,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:57,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:17:58,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:18:03,Cumbres,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.
17/12/2019 19:18:06,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 19:18:09,Cumbres,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Imp.,Extremadamente imp.,Imp.
17/12/2019 19:18:10,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 19:18:20,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:18:24,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 19:18:25,Cumbres,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:18:29,Cumbres,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:18:33,Cumbres,Extremadamente imp.,Imp.,Imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 19:18:47,Cumbres,Extremadamente imp.,Imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,,Imp.,Extremadamente imp.,Imp.
17/12/2019 19:18:53,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.
17/12/2019 19:19:03,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:19:03,Cumbres,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:19:04,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.
17/12/2019 19:19:21,Cumbres,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Muy imp.,Muy imp.
17/12/2019 19:19:24,Cumbres,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 19:19:32,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:19:32,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:19:36,Cumbres,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 19:19:42,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Imp.,Imp.
17/12/2019 19:19:53,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,No es imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:19:56,Cumbres,Imp.,Poco imp.,Medianamente imp.,Imp.,Extremadamente imp.,No es imp.,Medianamente imp.,Medianamente imp.,Medianamente imp.,Poco imp.,Imp.
17/12/2019 19:19:59,Cumbres,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 19:20:11,Cumbres,Imp.,Extremadamente imp.,Medianamente imp.,Muy imp.,No es imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,
17/12/2019 19:20:17,Cumbres,Imp.,Extremadamente imp.,Imp.,Imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:20:17,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:20:32,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:20:35,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 19:20:40,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 19:20:41,Cumbres,Muy imp.,Imp.,Imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:20:56,Cumbres,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:20:58,Cumbres,Muy imp.,Imp.,Imp.,Medianamente imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:21:02,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:21:05,Cumbres,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:21:22,Cumbres,Muy imp.,Muy imp.,,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:21:22,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 19:21:23,Cumbres,Extremadamente imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.,Imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:21:24,Cumbres,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 19:21:26,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:21:27,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:21:27,Cumbres,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.,Medianamente imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 19:21:46,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 19:21:50,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 19:21:56,Cumbres,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Imp.,Imp.
17/12/2019 19:22:11,Cumbres,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:22:16,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:22:21,Cumbres,Imp.,Extremadamente imp.,Medianamente imp.,Muy imp.,No es imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 19:22:22,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Imp.
17/12/2019 19:22:26,Cumbres,Extremadamente imp.,Imp.,Imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Imp.
17/12/2019 19:22:34,Cumbres,Extremadamente imp.,Imp.,Muy imp.,Muy imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Imp.,Imp.,Imp.
17/12/2019 19:22:36,Cumbres,Muy imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,,
17/12/2019 19:22:39,Cumbres,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:22:43,Cumbres,Extremadamente imp.,,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:22:44,Cumbres,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 19:22:52,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Imp.
17/12/2019 19:22:56,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:23:07,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.
17/12/2019 19:23:09,Cumbres,Imp.,Imp.,Imp.,,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Imp.,Muy imp.,Muy imp.
17/12/2019 19:23:09,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:23:21,Cumbres,Extremadamente imp.,Medianamente imp.,Medianamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Muy imp.,Extremadamente imp.,Imp.
17/12/2019 19:23:31,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 19:23:33,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.
17/12/2019 19:23:40,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.
17/12/2019 19:23:40,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,,Muy imp.,Imp.,Imp.
17/12/2019 19:23:47,Cumbres,Extremadamente imp.,Extremadamente imp.,Medianamente imp.,Medianamente imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Imp.,Imp.,Imp.
17/12/2019 19:23:51,Cumbres,Muy imp.,Muy imp.,Extremadamente imp.,,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,,Extremadamente imp.,Muy imp.,Imp.
17/12/2019 19:23:51,Cumbres,Extremadamente imp.,Imp.,Muy imp.,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Imp.,Muy imp.,Imp.,Imp.
17/12/2019 19:23:57,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.
17/12/2019 19:24:03,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 19:24:09,Cumbres,Extremadamente imp.,,,,Extremadamente imp.,,Extremadamente imp.,,,,
17/12/2019 19:24:14,Cumbres,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Extremadamente imp.
17/12/2019 19:24:33,Cumbres,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:24:34,Cumbres,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:24:55,Cumbres,Extremadamente imp.,Imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.
17/12/2019 19:25:15,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Muy imp.,Muy imp.
17/12/2019 19:25:44,Cumbres,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Extremadamente imp.,Muy imp.,Muy imp.,Imp.,Imp.
